index_right,Unnamed: 0,id,created_at,text,coordinates,place,user,long,lat,points
1781,201289,340886002392506368,Sat Jun 01 17:42:10 +0000 2013,I'm at Taksim w/ @mervtepe @gysnglr http://t.co/w9hrXPkX9q,"{u'type': u'Point', u'coordinates': [28.98360729, 41.03644159]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': True, u'time_zone': None, u'id': 356739618, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/484261742147796992/HP5ckINx_normal.jpeg', u'profile_sidebar_fill_color': u'EFEFEF', u'is_translator': False, u'geo_enabled': False, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/mbZtgFg3D8', u'indices': [0, 23], u'expanded_url': u'https://www.instagram.com/e.ylmz58/', u'display_url': u'instagram.com/e.ylmz58/'}]}, u'description': {u'urls': []}}, u'followers_count': 380, u'protected': False, u'id_str': u'356739618', u'default_profile_image': False, u'listed_count': 0, u'lang': u'tr', u'utc_offset': None, u'statuses_count': 5893, u'description': u'FUCK YOU , I CAN FLY', u'friends_count': 212, u'profile_link_color': u'001499', u'profile_image_url': u'http://pbs.twimg.com/profile_images/484261742147796992/HP5ckINx_normal.jpeg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme14/bg.gif', u'profile_background_color': u'131516', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/356739618/1356367267', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme14/bg.gif', u'name': u'ERD\u0130', u'is_translation_enabled': False, u'profile_background_tile': True, u'favourites_count': 121, u'screen_name': u'ErdiYlmaz4', u'url': u'https://t.co/mbZtgFg3D8', u'created_at': u'Wed Aug 17 08:57:54 +0000 2011', u'contributors_enabled': False, u'location': u'', u'profile_sidebar_border_color': u'EEEEEE', u'translator_type': u'none', u'following': False}",28.98360729,41.03644159,POINT (28.98360729 41.03644159)
1805,203903,340889877619015681,Sat Jun 01 17:57:34 +0000 2013,I'm at Taksim w/ @senailgu http://t.co/xWqV0c4eH3,"{u'type': u'Point', u'coordinates': [28.98360729, 41.03644159]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 143931803, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/441696255644008449/xQtAoqmg_normal.jpeg', u'profile_sidebar_fill_color': u'DDEEF6', u'is_translator': False, u'geo_enabled': True, u'entities': {u'description': {u'urls': []}}, u'followers_count': 1266, u'protected': False, u'id_str': u'143931803', u'default_profile_image': False, u'listed_count': 1, u'lang': u'tr', u'utc_offset': None, u'statuses_count': 11073, u'description': u'bazen \xf6\u011fretmen... bazen d\xfc\u015f\xfcn\xfcr... bazen yazar... bazen okur... size ne lazimdi?... nerde kalm\u0131\u015ft\u0131k?', u'friends_count': 909, u'profile_link_color': u'0E0F0F', u'profile_image_url': u'http://pbs.twimg.com/profile_images/441696255644008449/xQtAoqmg_normal.jpeg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'0C0D0D', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/143931803/1350240465', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'Bekir KALYONCUOGLU', u'is_translation_enabled': False, u'profile_background_tile': True, u'favourites_count': 483, u'screen_name': u'arsnlupen', u'url': None, u'created_at': u'Fri May 14 20:46:24 +0000 2010', u'contributors_enabled': False, u'location': u'istanbul', u'profile_sidebar_border_color': u'C0DEED', u'translator_type': u'none', u'following': False}",28.98360729,41.03644159,POINT (28.98360729 41.03644159)
1807,204079,340890205823320065,Sat Jun 01 17:58:53 +0000 2013,Everybody seems to be now connected to twitter. Very nice developments. #direngaziparki,"{u'type': u'Point', u'coordinates': [28.98347235, 41.03025653]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 14984480, u'default_profile': False, u'verified': False, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/2633593330/458c736a06d2ee2d5e5af55a77185e7d_normal.jpeg', u'profile_sidebar_fill_color': u'DEABCD', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/LYfeRq99hQ', u'indices': [0, 23], u'expanded_url': u'http://romanglass.es/', u'display_url': u'romanglass.es'}]}, u'description': {u'urls': [{u'url': u'https://t.co/tfBdrBr5Mz', u'indices': [136, 159], u'expanded_url': u'http://earn.com/glass', u'display_url': u'earn.com/glass'}]}}, u'followers_count': 271, u'protected': False, u'id_str': u'14984480', u'default_profile_image': False, u'listed_count': 33, u'lang': u'fr', u'utc_offset': None, u'statuses_count': 8839, u'description': u'Intercultural Specialist (Turkey/Germany), Contemporary Art writer, painter, jazz musician, ABAP&Clojure developer, he/him, Requests at https://t.co/tfBdrBr5Mz', u'friends_count': 401, u'profile_link_color': u'ED2FBE', u'profile_image_url': u'http://pbs.twimg.com/profile_images/2633593330/458c736a06d2ee2d5e5af55a77185e7d_normal.jpeg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'FFFFFF', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/14984480/1348230981', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'Lord Roman Glass', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 6837, u'screen_name': u'_glass', u'url': u'https://t.co/LYfeRq99hQ', u'created_at': u'Mon Jun 02 20:18:09 +0000 2008', u'contributors_enabled': False, u'location': u'Istanbul/Hamburg', u'profile_sidebar_border_color': u'FFFFFF', u'translator_type': u'none', u'following': False}",28.98347235,41.03025653,POINT (28.98347235 41.03025653)
1817,204467,340890834012610560,Sat Jun 01 18:01:22 +0000 2013,"soccer fan club ultras are building barricades though, this might get ugly later on..#taksim","{u'type': u'Point', u'coordinates': [28.99377772, 41.03846496]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': True, u'time_zone': None, u'id': 1077724393, u'default_profile': True, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/541039948363608065/N9mxucLL_normal.jpeg', u'profile_sidebar_fill_color': u'DDEEF6', u'is_translator': False, u'geo_enabled': True, u'entities': {u'description': {u'urls': []}}, u'followers_count': 989, u'protected': False, u'id_str': u'1077724393', u'default_profile_image': False, u'listed_count': 55, u'lang': u'en', u'utc_offset': None, u'statuses_count': 1789, u'description': u'Director, Atlantic Council Energy Diplomacy Initiative, proud Hungarian, European and Transatlanticist grappling with climate and energy geopolitics', u'friends_count': 143, u'profile_link_color': u'1DA1F2', u'profile_image_url': u'http://pbs.twimg.com/profile_images/541039948363608065/N9mxucLL_normal.jpeg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'C0DEED', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'David Koranyi', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 86, u'screen_name': u'DavidKoranyi', u'url': None, u'created_at': u'Thu Jan 10 21:16:51 +0000 2013', u'contributors_enabled': False, u'location': u'Washington, DC', u'profile_sidebar_border_color': u'C0DEED', u'translator_type': u'none', u'following': False}",28.99377772,41.03846496,POINT (28.99377772 41.03846496)
1819,204567,340890986756579328,Sat Jun 01 18:01:59 +0000 2013,Chilling #occupygezi #direngeziparki #gezi http://t.co/b2TcfDf38e,"{u'type': u'Point', u'coordinates': [28.98706748, 41.03945723]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 17604455, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/690655618386960385/NNRPVmy2_normal.png', u'profile_sidebar_fill_color': u'DCE4D8', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'http://t.co/DmygO3poVX', u'indices': [0, 22], u'expanded_url': u'http://dref22.livejournal.com', u'display_url': u'dref22.livejournal.com'}]}, u'description': {u'urls': []}}, u'followers_count': 695, u'protected': False, u'id_str': u'17604455', u'default_profile_image': False, u'listed_count': 41, u'lang': u'en', u'utc_offset': None, u'statuses_count': 102167, u'description': u'I am fond of @TheJackColeman.', u'friends_count': 896, u'profile_link_color': u'0084B4', u'profile_image_url': u'http://pbs.twimg.com/profile_images/690655618386960385/NNRPVmy2_normal.png', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'242329', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/17604455/1399056715', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'Ms Dref', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 3719, u'screen_name': u'dref22', u'url': u'http://t.co/DmygO3poVX', u'created_at': u'Mon Nov 24 23:27:03 +0000 2008', u'contributors_enabled': False, u'location': u'nomnomland', u'profile_sidebar_border_color': u'BDDCAD', u'translator_type': u'regular', u'following': False}",28.98706748,41.03945723,POINT (28.98706748 41.03945723)
1820,204570,340891000811700224,Sat Jun 01 18:02:02 +0000 2013,I'm at Taksim w/ @burcuka_ra http://t.co/a2GUpNstC0,"{u'type': u'Point', u'coordinates': [28.98360729, 41.03644159]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 334961126, u'default_profile': False, u'verified': False, u'profile_text_color': u'F08B8B', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/1034019560301768704/Anf_xaWd_normal.jpg', u'profile_sidebar_fill_color': u'F2F0C9', u'is_translator': False, u'geo_enabled': False, u'entities': {u'description': {u'urls': []}}, u'followers_count': 459, u'protected': False, u'id_str': u'334961126', u'default_profile_image': False, u'listed_count': 2, u'lang': u'tr', u'utc_offset': None, u'statuses_count': 13777, u'description': u'instagram:tugceonyil', u'friends_count': 189, u'profile_link_color': u'1F2021', u'profile_image_url': u'http://pbs.twimg.com/profile_images/1034019560301768704/Anf_xaWd_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme16/bg.gif', u'profile_background_color': u'485249', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/334961126/1398027997', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme16/bg.gif', u'name': u'Tu\u011f\xe7e Ony\u0131l', u'is_translation_enabled': False, u'profile_background_tile': True, u'favourites_count': 2368, u'screen_name': u'TugceOnyil', u'url': None, u'created_at': u'Wed Jul 13 23:03:28 +0000 2011', u'contributors_enabled': False, u'location': u'', u'profile_sidebar_border_color': u'FAFCC5', u'translator_type': u'none', u'following': False}",28.98360729,41.03644159,POINT (28.98360729 41.03644159)
1825,204783,340891380723351553,Sat Jun 01 18:03:33 +0000 2013,Barricades in Cihangir. How cool's that? #direngaziparki,"{u'type': u'Point', u'coordinates': [28.98343605, 41.03054323]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 14984480, u'default_profile': False, u'verified': False, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/2633593330/458c736a06d2ee2d5e5af55a77185e7d_normal.jpeg', u'profile_sidebar_fill_color': u'DEABCD', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/LYfeRq99hQ', u'indices': [0, 23], u'expanded_url': u'http://romanglass.es/', u'display_url': u'romanglass.es'}]}, u'description': {u'urls': [{u'url': u'https://t.co/tfBdrBr5Mz', u'indices': [136, 159], u'expanded_url': u'http://earn.com/glass', u'display_url': u'earn.com/glass'}]}}, u'followers_count': 271, u'protected': False, u'id_str': u'14984480', u'default_profile_image': False, u'listed_count': 33, u'lang': u'fr', u'utc_offset': None, u'statuses_count': 8839, u'description': u'Intercultural Specialist (Turkey/Germany), Contemporary Art writer, painter, jazz musician, ABAP&Clojure developer, he/him, Requests at https://t.co/tfBdrBr5Mz', u'friends_count': 401, u'profile_link_color': u'ED2FBE', u'profile_image_url': u'http://pbs.twimg.com/profile_images/2633593330/458c736a06d2ee2d5e5af55a77185e7d_normal.jpeg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'FFFFFF', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/14984480/1348230981', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'Lord Roman Glass', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 6837, u'screen_name': u'_glass', u'url': u'https://t.co/LYfeRq99hQ', u'created_at': u'Mon Jun 02 20:18:09 +0000 2008', u'contributors_enabled': False, u'location': u'Istanbul/Hamburg', u'profile_sidebar_border_color': u'FFFFFF', u'translator_type': u'none', u'following': False}",28.98343605,41.03054323,POINT (28.98343605 41.03054323)
1833,205641,340892623076204544,Sat Jun 01 18:08:29 +0000 2013,View of Old Istanbul from Galata Tower #istanbul #summer2013 #nofilter #beautiful #architecture http://t.co/wpMSX7WFcr,"{u'type': u'Point', u'coordinates': [28.97414446, 41.02634115]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': True, u'time_zone': None, u'id': 129006813, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/793691166/Untitled_normal.jpg', u'profile_sidebar_fill_color': u'EFEFEF', u'is_translator': False, u'geo_enabled': True, u'entities': {u'description': {u'urls': []}}, u'followers_count': 176, u'protected': False, u'id_str': u'129006813', u'default_profile_image': False, u'listed_count': 3, u'lang': u'en', u'utc_offset': None, u'statuses_count': 2057, u'description': u'Nothing more and nothing less than pure life', u'friends_count': 98, u'profile_link_color': u'BF1238', u'profile_image_url': u'http://pbs.twimg.com/profile_images/793691166/Untitled_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme20/bg.png', u'profile_background_color': u'BF1238', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme20/bg.png', u'name': u'Liz Marie Fibleuil', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 93, u'screen_name': u'LizzieFifi', u'url': None, u'created_at': u'Fri Apr 02 22:22:02 +0000 2010', u'contributors_enabled': False, u'location': u'Everywhere', u'profile_sidebar_border_color': u'FFFFFF', u'translator_type': u'none', u'following': False}",28.97414446,41.02634115,POINT (28.97414446 41.02634115)
1842,206806,340894512656310272,Sat Jun 01 18:15:59 +0000 2013,I'm at Taksim w/ @cemy_34 http://t.co/ejRNq2xwff,"{u'type': u'Point', u'coordinates': [28.98360729, 41.03644159]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 189859929, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/846457818098122752/McwR_1vz_normal.jpg', u'profile_sidebar_fill_color': u'C0DFEC', u'is_translator': False, u'geo_enabled': True, u'entities': {u'description': {u'urls': []}}, u'followers_count': 201, u'protected': False, u'id_str': u'189859929', u'default_profile_image': False, u'listed_count': 0, u'lang': u'tr', u'utc_offset': None, u'statuses_count': 4706, u'description': u'Sar\u0131LaciYa\u015fam..', u'friends_count': 357, u'profile_link_color': u'0084B4', u'profile_image_url': u'http://pbs.twimg.com/profile_images/846457818098122752/McwR_1vz_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme14/bg.gif', u'profile_background_color': u'022330', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme14/bg.gif', u'name': u'G\xf6khan \u0130LALAN', u'is_translation_enabled': False, u'profile_background_tile': True, u'favourites_count': 701, u'screen_name': u'gkhnilalan', u'url': None, u'created_at': u'Sun Sep 12 12:35:34 +0000 2010', u'contributors_enabled': False, u'location': u'\u0130stanbul', u'profile_sidebar_border_color': u'A8C7F7', u'translator_type': u'none', u'following': False}",28.98360729,41.03644159,POINT (28.98360729 41.03644159)
1845,207193,340895157803155458,Sat Jun 01 18:18:33 +0000 2013,They say that the Panzer units are coming to taksim from besiktas. #direngezipark #taksimgezipark #direnankara,"{u'type': u'Point', u'coordinates': [28.98670583, 41.03749467]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': True, u'time_zone': None, u'id': 247258135, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/940859723913596928/0m4qac7i_normal.jpg', u'profile_sidebar_fill_color': u'EFEFEF', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'http://t.co/8hr6kcLSDt', u'indices': [0, 22], u'expanded_url': u'http://www.babilkuyusu.com', u'display_url': u'babilkuyusu.com'}]}, u'description': {u'urls': []}}, u'followers_count': 101, u'protected': False, u'id_str': u'247258135', u'default_profile_image': False, u'listed_count': 3, u'lang': u'tr', u'utc_offset': None, u'statuses_count': 613, u'description': u'D\xfc\u015flerin dehlizinde sonu gelmez voltalar... Zaman durgun; deli g\xf6mle\u011fini giymi\u015f, hi\xe7bir \u015fey s\xf6ylemiyor.', u'friends_count': 445, u'profile_link_color': u'009999', u'profile_image_url': u'http://pbs.twimg.com/profile_images/940859723913596928/0m4qac7i_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme14/bg.gif', u'profile_background_color': u'131516', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/247258135/1398893810', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme14/bg.gif', u'name': u'B\xe2bil Kuyusu', u'is_translation_enabled': False, u'profile_background_tile': True, u'favourites_count': 131, u'screen_name': u'babilkuyusu', u'url': u'http://t.co/8hr6kcLSDt', u'created_at': u'Fri Feb 04 12:35:08 +0000 2011', u'contributors_enabled': False, u'location': u'\u0130stanbul', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",28.98670583,41.03749467,POINT (28.98670583 41.03749467)
1858,209168,340898411781976064,Sat Jun 01 18:31:29 +0000 2013,I'm at Taksim w/ @bbsrsntrk @begumsezgin @ciraggalp http://t.co/UJ5et3cU0O,"{u'type': u'Point', u'coordinates': [28.98360729, 41.03644159]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 318604187, u'default_profile': False, u'verified': False, u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/1032996586572406785/vy6YfCKD_normal.jpg', u'profile_sidebar_fill_color': u'E6F6F9', u'is_translator': False, u'geo_enabled': True, u'entities': {u'description': {u'urls': []}}, u'followers_count': 169, u'protected': False, u'id_str': u'318604187', u'default_profile_image': False, u'listed_count': 1, u'lang': u'tr', u'utc_offset': None, u'statuses_count': 15368, u'description': u'Ya\u2019aburnee\U0001f647\u200d\u2640\ufe0f\n\n1881-193\u221e .. \U0001f1f9\U0001f1f7', u'friends_count': 111, u'profile_link_color': u'CC3366', u'profile_image_url': u'http://pbs.twimg.com/profile_images/1032996586572406785/vy6YfCKD_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme17/bg.gif', u'profile_background_color': u'DBE9ED', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/318604187/1490651779', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme17/bg.gif', u'name': u'HazalSezgin', u'is_translation_enabled': False, u'profile_background_tile': True, u'favourites_count': 538, u'screen_name': u'hzlsezgn', u'url': None, u'created_at': u'Thu Jun 16 19:06:19 +0000 2011', u'contributors_enabled': False, u'location': u'', u'profile_sidebar_border_color': u'FFFFFF', u'translator_type': u'none', u'following': False}",28.98360729,41.03644159,POINT (28.98360729 41.03644159)
1868,209829,340899737320435712,Sat Jun 01 18:36:45 +0000 2013,Bize sapan lazim!!! #turkiyemdireniyor #turkey @ Journey http://t.co/enErTVVwea,"{u'type': u'Point', u'coordinates': [28.98384625, 41.03024205]}","{u'country_code': u'TR', u'url': u'https://api.twitter.com/1.1/geo/id/682c5a667856ef42.json', u'country': u'Turqu\xeda', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[25.668509, 35.8084193], [44.817931, 35.8084193], [44.817931, 42.1047857], [25.668509, 42.1047857]]]}, u'contained_within': [], u'full_name': u'Turqu\xeda', u'attributes': {}, u'id': u'682c5a667856ef42', u'name': u'Turqu\xeda'}","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'time_zone': None, u'id': 89700767, u'default_profile': False, u'verified': False, u'profile_text_color': u'362720', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/507667989756645376/eGT5J9c6_normal.jpeg', u'profile_sidebar_fill_color': u'E5507E', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/LWZruRYZKB', u'indices': [0, 23], u'expanded_url': u'http://www.semakavaslar.net', u'display_url': u'semakavaslar.net'}]}, u'description': {u'urls': []}}, u'followers_count': 3153, u'protected': False, u'id_str': u'89700767', u'default_profile_image': False, u'listed_count': 29, u'lang': u'en', u'utc_offset': None, u'statuses_count': 18231, u'description': u'\xe7ok \u015fey...', u'friends_count': 1407, u'profile_link_color': u'B40B43', u'profile_image_url': u'http://pbs.twimg.com/profile_images/507667989756645376/eGT5J9c6_normal.jpeg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme11/bg.gif', u'profile_background_color': u'FF6699', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/89700767/1397407858', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme11/bg.gif', u'name': u'sema kavaslar', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 14743, u'screen_name': u'semakavaslar', u'url': u'https://t.co/LWZruRYZKB', u'created_at': u'Fri Nov 13 13:41:22 +0000 2009', u'contributors_enabled': False, u'location': u'UFS-unidentified flying Sema', u'profile_sidebar_border_color': u'CC3366', u'translator_type': u'none', u'following': False}",28.98384625,41.03024205,POINT (28.98384625 41.03024205)
